"topicId","real_name","trans_name","lang"
"1912","Make friends","""Make friends""","da"
"1911","Human working process is as early as possible by nature .","Human working process is as early as possible by nature .","en"
"260","Forums modification - Ministry of Science","Forums modification - Ministry of Science","en"
"261","Introductions and Staff","Introductions and Staff","en"
"262","Introductions and Staff","Introductions and Staff","en"
"263","What your PERMISSION LEVEL lets you do","""What your PERMISSION LEVEL lets you do""","fr"
"264","Introductions and Staff","Introductions and Staff","en"
"1921","Onde (Where) está (is) a tradução do vídeo (the video translation) para o Português (into Portuguese)?","""Where (Where) is (is) the translation of the video (the video translation) into Portuguese (into English)?""","pt"
"266","Introductions and Staff","Introductions and Staff","en"
"267","Introductions and Staff","Introductions and Staff","en"
"268","Introductions and Staff","Introductions and Staff","en"
"269","Hello fellow and potentially future American citizens","Hello fellow and potentially future American citizens","en"
"1929","Dangers of a space station - biological","Dangers of a space station - biological","en"
"1928","Eating your boogers helps to boost your immune system","Eating your boogers helps to boost your immune system","en"
"1926","America 1st satellite","""America 1st satellite""","ro"
"1925","Hello from Serbia","""Hello from Serbia""","no"
"1924","AMERICAN CURRENCY/MONEY","""AMERICAN CURRENCY/MONEY""","cy"
"1923","Administration","""Administration""","yo"
"1922","Americans on the forum","Americans on the forum","en"
"270","Feature Request - Reply to post (including quote)","Feature Request - Reply to post (including quote)","en"
"271","Vote : Your Voice in the Contests","Vote : Your Voice in the Contests","en"
"272","Language Thread","""Language Thread""","en"
"273","Introductions and Staff","Introductions and Staff","en"
"274","Hello, Americans!","Hello, Americans!","en"
"275","Introductions and Staff","Introductions and Staff","en"
"276","Welcome everyone!","Welcome everyone!","en"
"1931","Space Tourism","Space Tourism","en"
"277","Introductions and Staff","Introductions and Staff","en"
"1930","Why Has The White House Suddenly Released A Strategy For Dealing With A Catastrophic Meteor Impact?","Why Has The White House Suddenly Released A Strategy For Dealing With A Catastrophic Meteor Impact?","en"
"279","E - teaching / online courses","E - teaching / online courses","en"
"1939","when","""when""","mi"
"1938","Qualifications","""Qualifications""","it"
"1936","Equality and selfless","Equality and selfless","en"
"1935","Regarding the contest section on the website: motto and salutation contest are obsolete","Regarding the contest section on the website: motto and salutation contest are obsolete","en"
"1933","Space National tax","Space National tax","en"
"280","My Forum Feedback thus far","My Forum Feedback thus far","en"
"282","Introductions and Staff","Introductions and Staff","en"
"283","Introductions and Staff","Introductions and Staff","en"
"285","Introductions and Staff","Introductions and Staff","en"
"1943","AI advice.","""AI advice.""","ro"
"286","Introductions and Staff","Introductions and Staff","en"
"287","Ministry of Arts & Culture","Ministry of Arts & Culture","en"
"1942","Contest Submission Closing Date Announced!","Contest Submission Closing Date Announced!","en"
"1941","Idea for american calendar","""Idea for american calendar""","ro"
"289","I fear","""I fear""","ga"
"1949","Tip Tricks and Hacks to enable easier Youth envolvement","Tip Tricks and Hacks to enable easier Youth envolvement","en"
"1948","DIY Technology","""DIY Technology""","cy"
"1947","¡Hola amigos de America!","""Hello friends of America!""","lij"
"1946","What are YOU working on?","What are YOU working on?","en"
"1945","Be an ambassador to Maldivez","""Be an ambassador to Maldivez""","pt"
"1944","Culture","""Culture""","ro"
"290","Introductions and Staff","Introductions and Staff","en"
"291","Introductions and Staff","Introductions and Staff","en"
"292","Hello, Good evening from Italy","Hello, Good evening from Italy","en"
"293","Hello everyone.","""Hello everyone.""","no"
"294","Moroccans are everywhere..in America too..","Moroccans are everywhere..in America too..","en"
"295","A Game for America","A Game for America","en"
"296","Run: Hello World","Run: Hello World","en"
"1954","CODE OF CONDUCT (January, 2017)","CODE OF CONDUCT (January, 2017)","en"
"298","Hello!","""Hello!""","it"
"1953","parliament","""parliament""","lij"
"299","Never received my certificate","Never received my certificate","en"
"1952","is this lnk a valid one?","""is this lnk a valid one?""","en"
"1951","project management focus group","""project management focus group""","fr"
"1950","123456","123456","en"
"1959","America TLD","""America TLD""","lij"
"1957","Legislation for robotics and AI rights","Legislation for robotics and AI rights","en"
"1956","Here I am (IT)","""Here I am (IT)""","da"
"1955","hola","""hola""","uz"
"1965","Protein production","Protein production","en"
"1964","Engineer from Namakkal, India","""Engineer from Namakkal, India""","no"
"1963","Choosing who goes into space","Choosing who goes into space","en"
"1962","American TLD","""American TLD""","lij"
"1961","America TLD","""America TLD""","lij"
"1960","America TLD","""America TLD""","lij"
"1969","Simulate Possible Space Situations","""Simulate Possible Space Situations""","ro"
"1968","Psychology in space","Psychology in space","en"
"1967","Ministry of War","Ministry of War","en"
"1966","We choose america Where do we live？","We choose america Where do we live？","en"
"1975","Upgrades for the Forum / Site","Upgrades for the Forum / Site","en"
"1974","Ask","""Ask""","et"
"1972","Ministry of Space Observation and Traffic Coordination","Ministry of Space Observation and Traffic Coordination","en"
"1971","America first need land base facilities, Embassies, Consulars, and space ports.","America first need land base facilities, Embassies, Consulars, and space ports.","en"
"1970","Idea for the american calendar-2","Idea for the american calendar-2","en"
"1979","Hello from Russia!","""Hello from Russia!""","en"
"1978","Certificate not received","""Certificate not received""","ro"
"1977","Dr. Igor Ashurbeyli Video Address 1/12/2017 Text Transcripts and Translations","Dr. Igor Ashurbeyli Video Address 1/12/2017 Text Transcripts and Translations","en"
"1990","Consular Services","Consular Services","en"
"1987","marina boriosi","""marina boriosi""","uz"
"1986","marina boriosi","""marina boriosi""","uz"
"1985","Congratulations","""Congratulations""","en"
"1982","The first step of the America's Economy","The first step of the America's Economy","en"
"1980","My suggestions.","""My suggestions.""","fr"
"1989","UN Universal Declaration of Human Rights","UN Universal Declaration of Human Rights","en"
"1988","marina boriosi","""marina boriosi""","uz"
"1998","Indoor games are useful than outdoor games for children.","Indoor games are useful than outdoor games for children.","en"
"1997","Man should follow the bright side of any Idea coming into mind.","Man should follow the bright side of any Idea coming into mind.","en"
"1996","Propellant to: Mars, Jupiter, Saturn, Uranus.","Propellant to: Mars, Jupiter, Saturn, Uranus.","en"
"1995","Nuclear Power in Space","Nuclear Power in Space","en"
"1994","Agricultural Engineering","""Agricultural Engineering""","en"
"1993","Tariffs","""Tariffs""","cy"
"1992","America New Year","America New Year","en"
"1991","America economy","""America economy""","lij"
"1999","Hello from California!","""Hello from California!""","en"
"3704","Daily routine of an ideal american , Ideas are invited here or improvements.","Daily routine of an ideal american , Ideas are invited here or improvements.","en"
"3705","Decree N2 by The America Head of Nation - American Calendar!","Decree N2 by The America Head of Nation - American Calendar!","en"
"3706","办理美国文凭UCSD学位证书Q/微86614733加州大学圣迭戈分校毕业证成绩单学历学位认证 University of California, San Diego","办理美国文凭UCSD学位证书Q/微86614733加州大学圣迭戈分校毕业证成绩单学历学位认证 University of California, San Diego","en"
"3707","办理美国文凭UCSB学位证书Q/微86614733加州大学圣塔芭芭拉分校毕业证成绩单学历学位认证 University of California, Santa Barbara","办理美国文凭UCSB学位证书Q/微86614733加州大学圣塔芭芭拉分校毕业证成绩单学历学位认证 University of California, Santa Barbara","en"
"3708","办理美国文凭UCD/Davis学位证书Q/微86614733加州大学戴维斯分校毕业证成绩单学历学位认证 University of California, Davis","办理美国文凭UCD/Davis学位证书Q/微86614733加州大学戴维斯分校毕业证成绩单学历学位认证 University of California, Davis","en"
"3709","办理美国文凭UCI学位证书Q/微86614733加州大学欧文分校毕业证成绩单学历学位认证 University of California Irvine","办理美国文凭UCI学位证书Q/微86614733加州大学欧文分校毕业证成绩单学历学位认证 University of California Irvine","en"
"3700","办【美国毕业证】～康涅狄格大学UCONN毕业证文凭【Q微869520616】美国真实可查学历认证成绩单美国文凭学历文凭University of Connecticut","办【美国毕业证】～康涅狄格大学UCONN毕业证文凭【Q微869520616】美国真实可查学历认证成绩单美国文凭学历文凭University of Connecticut","en"
"3701","Global free satellite network, how do you see?","Global free satellite network, how do you see?","en"
"3702","American calender - effect on space science observation","American calender - effect on space science observation","en"
"3703","How i can cancel my membership to America?","How i can cancel my membership to America?","en"
"3715","办理美国文凭UCD学位证书Q/微86614733科罗拉多大学丹佛分校毕业证成绩单学历学位认证 University of Colorado Denver","""Check in the American diploma UCD diploma in Q/micro 86614733 the University of Colorado Denver campus graduate certificate transcripts of academic degree certification the University of Colorado Denver""","en"
"3716","办理美国文凭DU学位证书Q/微86614733丹佛大学毕业证成绩单学历学位认证 University of Denver","""Check in the American diploma DU degree Q/micro 86614733 the University of Denver graduation certificate transcript of academic degree certification University of Denver""","no"
"3717","办理美国文凭CU-Boulder学位证书Q/微86614733科罗拉多大学波尔得分校毕业证成绩单学历学位认证 University of Colorado Boulder","""Check in the American diploma CU-Boulder degree Q/micro 86614733 Colorado University of Porto score school diplomas transcript degree certification the University of Colorado Boulder""","en"
"3718","办理美国文凭CSU学位证书Q/微86614733科罗拉多州立大学毕业证成绩单学历学位认证 Colorado State University","""Check in the American diploma CSU degree Q/micro 86614733 Colorado State University certificate of graduation transcript of academic degree certification Colorado State University""","no"
